time,AF3,F7,F3,FC5,T7,P7,O1
9.914,41.414,41.203,38.263,40.851,39.257,39.036,38.484
9.922,40.923,38.260,41.854,41.917,42.342,43.544,40.902
9.930,36.321,36.011,36.350,35.481,36.486,34.382,36.023
9.938,34.703,34.392,30.216,30.219,30.556,32.246,33.019
9.945,28.986,27.693,29.223,28.264,27.786,29.387,26.241
9.953,27.631,29.174,28.504,29.069,30.184,25.487,27.078
9.961,24.349,26.856,27.023,25.921,29.210,25.176,26.734
9.969,21.261,21.965,21.007,23.811,19.583,20.131,23.689
9.977,19.449,18.437,20.958,18.203,18.654,21.817,17.632
9.984,17.707,19.555,18.607,18.700,18.984,20.355,18.265
9.992,31.038,29.474,30.864,29.571,28.130,26.569,30.898
10.000,40.387,39.744,43.510,45.115,40.048,41.943,41.141
10.008,55.878,54.935,55.042,55.656,57.146,54.573,56.302
10.016,63.317,62.453,60.284,61.881,59.777,61.868,63.540
10.023,62.219,64.846,61.616,63.586,61.270,63.121,60.714
10.031,60.865,56.980,61.257,57.220,57.404,58.194,58.684
10.039,56.352,53.247,54.246,54.184,52.020,56.197,55.869
10.047,52.374,50.267,49.592,50.534,50.438,52.046,54.234
10.055,48.843,51.083,48.776,48.692,51.140,49.483,48.962
10.062,48.456,50.185,47.503,50.177,49.124,50.386,48.280
10.070,45.099,44.843,44.318,41.408,45.326,46.046,43.468
10.078,41.200,38.676,39.976,38.340,42.440,40.428,40.605
10.086,44.261,43.067,41.686,44.468,42.592,43.925,42.456
10.094,49.563,51.063,52.936,51.486,49.639,52.083,53.414
10.102,61.467,62.678,61.241,63.630,63.173,63.972,59.817
10.109,74.657,71.823,72.037,73.375,70.951,73.377,73.493
10.117,78.985,76.721,74.974,75.203,77.589,77.672,76.298
10.125,77.011,75.701,74.493,76.039,74.086,73.276,74.910
10.133,70.417,70.291,69.972,69.830,69.708,66.021,68.085
10.141,62.983,63.718,61.153,59.946,61.470,61.423,64.691
10.148,60.270,59.559,58.507,59.211,60.182,60.731,57.261
10.156,54.867,52.790,54.104,53.142,53.602,57.589,53.751
10.164,47.837,48.857,51.315,51.239,49.747,51.423,50.840
10.172,41.613,41.517,43.757,45.095,44.959,45.587,41.063
10.180,38.351,37.808,36.899,38.604,36.848,37.599,37.762
10.188,38.067,36.588,35.905,36.598,40.253,37.045,36.990
10.195,48.000,44.392,47.050,45.681,47.515,48.881,46.397
10.203,54.824,55.458,55.877,58.351,56.747,57.338,56.888
10.211,63.133,63.061,64.867,60.964,61.587,64.389,63.536
10.219,62.329,66.340,63.025,62.706,65.129,64.316,66.625
10.227,57.536,56.535,59.542,57.698,55.559,57.981,58.169
10.234,51.655,47.718,51.619,48.396,49.651,50.367,48.784
10.242,44.385,46.618,43.771,45.269,43.252,44.855,43.573
10.250,38.893,37.633,39.682,37.545,39.732,36.845,37.917
10.258,36.506,34.303,34.412,32.584,35.220,32.322,34.584
10.266,29.521,25.345,28.582,27.488,28.453,25.522,23.612
10.273,17.142,20.032,16.965,15.991,20.820,20.245,16.588
10.281,11.227,14.299,16.149,13.006,14.322,16.160,15.440
10.289,14.541,17.936,13.585,15.107,18.286,14.453,15.495
10.297,24.445,24.784,24.230,24.710,26.067,22.024,23.805
10.305,33.259,34.171,34.049,34.763,36.092,36.680,34.481
10.312,43.097,44.101,41.172,43.460,42.980,43.428,43.271
10.320,41.182,40.245,41.391,39.433,42.734,41.049,41.379
10.328,33.435,33.926,33.012,36.448,36.584,37.631,36.322
10.336,28.533,26.800,30.745,28.648,28.860,30.397,25.754
10.344,22.814,22.956,21.318,25.766,23.306,24.248,21.298
10.352,20.620,16.879,20.653,22.021,21.170,19.034,19.739
10.359,15.285,17.727,13.308,14.155,14.696,16.942,15.654
10.367,11.365,9.525,12.313,12.578,11.125,9.789,9.618
10.375,4.399,6.150,4.934,2.507,7.365,5.735,6.820
10.383,3.533,4.086,3.659,2.235,4.288,3.997,3.614
10.391,8.800,8.151,6.488,8.154,10.749,7.748,8.372
10.398,21.129,18.095,22.195,21.608,20.173,20.799,21.066
10.406,32.597,32.363,29.972,30.494,33.742,32.206,30.482
10.414,40.249,39.174,38.586,40.498,39.340,39.998,40.202
10.422,41.199,41.450,40.723,38.045,40.183,41.769,43.044
10.430,37.964,36.687,35.705,35.292,38.802,37.529,36.062
10.438,32.268,31.572,30.832,30.904,32.556,31.379,29.472
10.445,27.201,26.326,26.521,29.272,26.446,30.250,26.685
10.453,27.788,29.093,28.502,28.967,28.862,28.315,26.375
10.461,27.912,24.551,27.049,29.325,25.695,27.357,26.581
10.469,22.531,20.939,24.933,24.459,23.461,24.851,22.700
10.477,16.979,17.650,19.600,17.528,22.194,20.686,19.747
10.484,22.745,17.047,19.401,17.964,18.696,19.623,18.872
10.492,30.691,27.683,25.532,29.493,26.543,28.429,30.415
10.500,44.171,42.203,44.420,43.686,41.833,42.507,44.110
10.508,54.810,53.447,52.182,54.409,57.555,56.336,53.178
10.516,63.127,63.262,64.559,63.147,60.619,62.366,63.469
10.523,59.850,63.531,60.122,61.609,61.986,59.495,63.200
10.531,58.914,58.776,58.101,57.173,57.502,59.713,57.483
10.539,52.286,55.731,55.809,55.416,54.807,53.298,53.599
10.547,50.092,54.498,50.263,52.273,51.339,53.528,53.473
10.555,49.927,50.762,51.649,50.202,53.921,52.573,49.716
10.562,50.335,46.976,47.447,46.409,51.432,48.895,49.311
10.570,43.823,42.823,43.820,44.276,44.801,42.632,44.162
10.578,40.973,40.123,41.777,41.585,42.580,41.712,42.407
10.586,40.765,39.782,40.773,42.453,43.090,40.588,41.311
10.594,52.004,52.511,51.693,51.456,50.924,51.757,48.643
10.602,64.803,61.746,63.246,63.341,62.344,63.349,65.500
10.609,73.772,74.968,72.651,71.568,70.335,71.559,75.911
10.617,79.377,75.362,77.431,79.240,76.912,76.135,77.621
10.625,73.541,74.332,75.386,75.047,72.703,73.501,76.996
10.633,71.313,66.591,70.589,70.162,70.441,67.607,68.810
10.641,61.936,62.303,61.824,64.173,62.663,62.587,64.000
10.648,56.993,58.429,58.393,58.408,60.376,60.524,59.285
10.656,56.220,55.505,54.564,53.165,54.539,56.299,53.134
10.664,50.619,49.662,47.508,50.248,49.702,49.619,48.250
10.672,43.681,44.302,45.182,41.545,40.469,41.642,43.553
10.680,37.636,37.243,40.034,37.382,38.068,36.693,35.310
10.688,39.952,37.448,37.636,37.703,37.515,36.278,40.102
10.695,45.983,42.736,42.646,46.122,44.790,46.924,48.675
10.703,58.109,56.244,56.082,55.676,54.922,55.935,53.561
10.711,65.159,62.379,63.030,65.756,64.464,64.309,64.354
10.719,64.047,62.298,65.881,65.787,63.267,64.201,63.570
10.727,57.098,58.388,56.477,58.102,59.390,59.836,56.961
10.734,53.171,52.050,52.643,51.409,49.282,51.041,49.789
10.742,45.306,46.415,42.777,44.196,43.972,43.693,42.124
10.750,37.553,39.101,41.742,39.461,41.136,41.468,36.753
10.758,31.037,35.019,33.514,34.354,32.901,34.940,35.428
10.766,28.707,23.742,24.851,28.251,28.153,24.104,24.593
10.773,16.658,19.494,18.886,19.991,18.750,18.304,17.711
10.781,16.231,16.407,11.644,14.972,13.705,16.285,13.247
10.789,14.130,17.972,16.177,18.041,15.723,14.720,13.449
10.797,23.871,20.881,24.744,23.916,23.979,24.185,21.535
10.805,32.840,33.907,34.015,32.025,36.075,34.669,32.908
10.812,39.526,38.916,43.315,42.667,43.552,40.884,40.800
10.820,42.928,39.721,41.393,42.117,41.405,41.583,41.007
10.828,33.925,36.781,34.438,37.770,35.615,33.939,35.225
10.836,27.245,29.035,28.655,29.030,30.444,27.702,28.561
10.844,22.389,23.625,23.151,22.009,23.242,20.266,21.327
10.852,19.832,19.744,19.885,19.783,20.656,20.851,20.259
10.859,14.977,17.891,17.694,14.241,16.665,15.480,13.171
10.867,12.802,12.290,12.349,11.516,10.953,9.033,8.935
10.875,4.895,4.158,4.401,5.391,3.706,3.274,5.576
10.883,3.237,2.941,2.768,2.219,2.755,4.478,5.116
10.891,9.484,6.778,7.637,5.839,11.339,6.077,8.292
10.898,21.615,19.271,20.546,18.380,20.714,23.022,20.371
10.906,30.114,30.159,31.244,32.223,30.969,32.481,34.591
10.914,38.433,37.800,37.926,40.365,39.404,38.263,40.862
10.922,38.387,41.390,39.722,39.161,41.924,42.650,38.197
10.930,35.117,36.392,37.377,34.872,34.531,34.802,37.261
10.938,28.666,32.964,31.582,31.360,29.962,30.960,32.297
10.945,30.876,27.450,27.657,27.195,31.129,27.427,28.989
10.953,27.947,30.206,26.661,29.551,27.373,28.827,26.892
10.961,25.765,25.376,24.648,26.063,28.185,25.386,29.481
10.969,22.695,19.215,20.941,20.993,21.893,20.801,24.010
10.977,21.275,21.162,17.197,19.542,20.050,20.496,19.016
10.984,19.313,19.533,18.520,17.601,19.651,20.017,20.537
10.992,27.761,28.326,28.635,30.472,28.283,27.704,28.148
11.000,40.048,41.332,42.074,43.510,41.452,41.393,43.894
11.008,54.677,57.518,58.012,55.965,56.274,56.537,54.727
11.016,64.218,60.155,60.680,62.533,63.280,62.592,63.599
11.023,61.495,62.274,63.634,60.198,60.797,64.127,61.137
11.031,58.784,59.933,60.340,60.348,56.934,59.245,56.587
11.039,56.364,57.093,51.949,52.331,53.630,51.522,53.388
11.047,52.177,51.404,52.714,51.742,50.986,54.624,52.674
11.055,50.078,53.118,48.963,53.958,52.411,53.550,51.716
11.062,47.177,45.703,50.743,48.276,46.450,49.210,47.734
11.070,44.998,45.791,45.962,41.694,44.417,43.420,44.382
11.078,42.399,42.013,42.404,40.962,40.414,42.150,40.695
11.086,41.091,42.598,43.489,43.062,44.136,42.485,40.729
11.094,49.411,49.012,47.979,52.455,49.643,48.003,51.806
11.102,64.716,62.229,61.071,64.998,64.411,62.569,62.203
11.109,71.410,72.931,71.585,71.434,74.487,73.336,71.312
11.117,79.475,78.675,75.846,74.870,78.293,76.957,75.278
11.125,73.987,76.032,75.021,73.849,76.932,76.432,77.002
11.133,66.654,67.561,69.931,66.965,66.787,68.053,68.505
11.141,62.420,64.947,64.472,62.044,63.973,61.129,61.614
11.148,57.950,61.312,58.127,57.729,61.623,58.551,58.592
11.156,54.562,56.168,53.334,57.890,57.817,54.803,53.808
11.164,49.574,50.267,48.334,49.965,51.636,47.586,51.556
11.172,44.979,42.529,45.445,44.373,45.689,42.398,44.101
11.180,36.388,39.012,37.741,36.302,38.202,37.500,36.960
11.188,39.279,37.896,39.944,36.140,40.817,39.527,36.450
11.195,45.461,44.620,43.437,47.297,46.125,46.930,44.539
11.203,58.158,52.636,53.874,58.510,58.250,56.036,57.945
11.211,63.835,64.584,63.464,63.081,63.304,60.005,64.882
11.219,62.440,64.459,64.581,62.607,61.883,64.214,63.625
11.227,58.213,57.092,59.420,58.941,59.503,57.408,60.140
11.234,50.172,49.068,47.777,49.162,51.366,51.751,50.383
11.242,41.901,44.400,42.309,43.974,44.610,41.630,44.424
11.250,40.266,37.072,35.355,37.738,37.677,38.965,40.276
11.258,31.070,35.939,36.048,32.637,32.856,32.435,32.637
11.266,26.634,26.790,29.400,27.264,26.076,25.350,26.086
11.273,17.847,19.294,21.120,16.843,19.757,20.472,16.171
11.281,13.899,13.737,12.568,13.262,12.699,14.415,12.473
11.289,16.702,16.660,13.305,16.325,15.478,14.845,14.480
11.297,23.758,26.799,26.263,25.604,23.241,23.055,24.902
11.305,32.951,35.729,36.688,33.254,35.596,35.214,33.515
11.312,40.551,39.310,43.311,41.398,40.043,42.427,43.165
11.320,39.293,41.801,40.000,41.381,39.071,39.263,40.239
11.328,37.147,32.761,34.466,34.205,37.632,34.661,33.609
11.336,30.079,26.624,27.771,28.180,28.072,27.468,26.279
11.344,22.351,22.065,24.989,22.778,23.230,21.385,23.108
11.352,19.725,18.536,21.835,17.858,19.301,18.658,18.524
11.359,17.476,14.503,14.304,17.159,16.724,17.292,18.150
11.367,12.154,7.948,10.261,12.804,12.156,12.086,9.943
11.375,6.542,4.563,5.798,5.538,5.019,3.094,3.107
11.383,1.333,5.045,1.670,4.717,1.829,2.387,3.829
11.391,7.528,6.749,5.869,7.110,7.790,8.756,9.645
11.398,20.980,20.237,20.769,17.933,19.643,20.244,16.691
11.406,31.058,33.395,32.634,32.789,31.181,34.766,33.348
11.414,40.690,41.107,40.083,42.775,41.213,40.481,37.466
11.422,42.811,41.597,40.104,42.225,41.732,43.350,39.198
11.430,34.206,35.183,36.771,36.862,34.931,35.420,37.054
11.438,31.953,32.693,33.747,32.956,31.208,33.608,29.001
11.445,28.298,27.704,29.818,27.438,29.448,30.523,28.581
11.453,26.759,29.356,31.030,25.999,30.442,30.953,26.610
11.461,27.265,26.431,29.472,26.710,23.318,24.738,28.139
11.469,23.717,21.867,20.394,23.210,23.684,22.152,21.851
11.477,17.647,19.874,17.557,18.745,17.341,18.974,18.929
11.484,21.776,20.271,19.138,22.324,21.424,18.957,21.464
11.492,29.257,29.161,27.922,30.343,27.531,29.408,28.847
11.500,40.412,43.450,40.380,43.835,40.729,40.369,40.308
11.508,54.959,51.983,58.421,54.527,55.754,53.780,58.719
11.516,60.462,63.770,64.587,59.845,63.660,60.331,64.962
11.523,60.469,62.138,62.980,63.143,64.812,62.293,64.912
11.531,60.841,59.732,60.546,59.773,55.773,59.992,59.537
11.539,52.720,53.975,53.283,57.771,57.490,55.587,56.388
11.547,53.614,52.282,51.125,54.084,51.946,54.024,53.768
11.555,49.806,51.767,52.336,54.350,51.746,51.953,50.809
11.562,48.781,49.679,48.566,51.294,47.781,49.190,48.782
11.570,43.283,43.057,43.848,41.659,43.354,41.985,43.750
11.578,38.030,37.894,42.053,39.506,42.569,40.868,40.656
11.586,40.456,43.315,41.555,43.230,42.099,44.304,44.187
11.594,49.015,49.260,48.223,49.700,48.798,52.443,49.942
11.602,63.625,62.468,64.543,65.285,64.425,64.392,61.003
11.609,75.928,71.764,75.190,72.653,74.895,73.830,73.325
11.617,78.228,78.912,76.784,76.861,78.871,75.685,78.388
11.625,72.597,77.315,73.967,76.049,75.825,72.587,75.091
11.633,69.160,67.428,67.246,66.056,68.054,66.643,67.266
11.641,64.653,60.631,62.005,60.467,62.407,60.935,64.057
11.648,57.849,61.083,57.726,59.727,59.253,56.769,55.998
11.656,55.048,54.360,54.962,57.891,53.251,55.905,54.315
11.664,49.293,48.991,47.106,52.135,49.324,51.312,49.579
11.672,43.377,43.972,41.219,44.754,44.010,41.678,40.904
11.680,36.770,35.467,38.296,36.984,38.580,35.026,36.402
11.688,39.829,36.143,36.683,35.842,39.563,36.198,40.293
11.695,44.458,47.398,47.612,48.427,47.548,44.529,47.917
11.703,54.048,57.119,56.130,57.701,54.634,58.199,59.004
11.711,65.764,62.502,63.416,63.671,65.932,63.883,62.524
11.719,66.096,65.499,62.454,63.556,66.958,62.038,64.281
11.727,57.905,58.323,58.239,59.534,58.870,57.248,59.501
11.734,52.245,50.449,52.597,51.656,48.724,48.345,48.638
11.742,44.468,42.292,43.512,41.258,43.544,44.623,44.020
11.750,36.668,39.942,38.476,39.595,40.339,38.367,39.322
11.758,30.597,33.979,34.895,33.064,36.352,32.689,32.372
11.766,25.173,28.708,25.981,26.873,24.096,23.573,24.640
11.773,20.702,19.216,20.725,20.733,17.281,18.346,19.579
11.781,16.778,11.714,15.692,15.098,16.295,14.990,15.132
11.789,17.116,16.005,15.394,16.604,16.123,15.390,15.822
11.797,22.291,22.620,25.518,26.468,26.057,23.541,24.399
11.805,36.488,34.396,35.949,35.628,32.569,36.151,35.129
11.812,42.653,40.725,40.865,38.790,39.171,39.165,39.431
11.820,39.674,39.804,40.290,40.698,39.573,40.649,40.753
11.828,33.820,36.741,35.195,34.038,36.466,36.429,36.626
11.836,25.741,29.139,28.671,28.764,29.766,29.610,30.868
11.844,20.745,22.680,22.588,22.700,21.297,22.958,21.878
11.852,21.900,19.798,20.620,18.209,19.156,20.204,19.482
11.859,17.690,17.542,18.132,16.023,15.363,17.944,13.938
11.867,8.626,9.878,9.395,8.345,10.380,9.779,12.256
11.875,4.459,3.755,5.744,4.543,5.915,3.006,3.601
11.883,2.752,0.353,1.033,1.915,2.313,2.837,0.169
11.891,6.021,6.833,8.698,9.368,9.046,9.195,9.886
11.898,21.719,21.128,21.497,17.816,21.002,19.996,18.420
11.906,33.559,33.630,34.160,33.137,32.980,30.949,33.916
11.914,37.896,38.263,38.999,39.930,40.262,38.512,39.247
11.922,38.452,38.764,41.249,38.258,40.029,38.491,43.341
11.930,36.962,37.417,38.226,38.707,38.285,37.059,35.401
11.938,32.016,33.080,30.927,32.667,32.638,33.820,32.756
11.945,31.496,29.864,27.744,27.578,30.440,28.340,29.845
11.953,26.302,28.422,28.718,27.469,28.438,26.664,31.385
11.961,26.842,27.916,24.981,28.026,27.499,28.629,25.411
11.969,22.513,20.457,21.481,24.861,22.678,24.496,23.024
11.977,16.285,16.158,21.663,17.344,16.857,16.624,21.616
11.984,19.175,21.368,19.212,20.954,19.691,18.640,19.134
11.992,28.413,27.610,30.001,27.650,27.795,30.622,27.301
12.000,41.716,45.178,40.663,41.431,43.413,43.907,42.444
12.008,53.452,56.470,52.276,53.161,53.006,54.711,51.872
12.016,60.543,59.906,64.016,63.469,62.687,60.189,63.194
12.023,61.986,61.211,62.930,62.359,63.833,64.227,63.557
12.031,60.579,60.364,59.067,56.309,58.232,60.869,56.315
12.039,53.714,53.772,54.674,55.420,53.926,54.922,53.564
12.047,50.038,51.015,52.180,52.660,51.612,51.261,54.754
12.055,52.221,53.167,54.033,51.339,50.257,50.911,50.233
12.062,45.974,46.761,49.770,50.189,45.838,49.038,46.228
12.070,45.288,44.355,44.161,44.287,44.926,43.087,43.519
12.078,39.205,39.721,38.792,41.436,40.536,38.720,40.820
12.086,40.278,41.774,39.665,44.242,42.335,44.900,43.181
12.094,50.962,49.508,50.322,51.023,50.159,52.010,50.624
12.102,62.929,63.121,64.599,65.887,62.229,61.483,62.442
12.109,75.373,73.945,73.640,75.626,73.222,74.286,75.337
12.117,77.406,79.500,78.151,75.046,76.245,77.951,77.141
12.125,76.913,73.968,73.343,72.876,75.442,73.394,76.381
12.133,67.874,67.397,68.995,67.478,70.404,68.090,67.439
12.141,63.273,61.641,61.929,61.589,61.955,61.616,61.928
12.148,60.634,61.129,60.189,60.247,59.605,57.258,59.615
12.156,56.863,53.521,54.292,54.994,58.185,56.244,57.129
12.164,51.746,47.931,47.535,47.445,48.504,49.441,48.946
12.172,43.021,41.837,44.148,41.309,42.245,41.076,44.214
12.180,38.593,37.440,38.428,38.377,36.440,40.142,35.801
12.188,38.648,38.397,36.596,35.931,36.308,39.761,38.463
12.195,45.274,43.827,44.217,47.323,44.082,43.009,48.064
12.203,54.006,54.142,55.351,53.574,55.103,56.243,57.539
12.211,62.015,62.399,66.554,66.118,65.864,61.724,63.330
12.219,65.579,64.141,65.650,61.338,66.061,64.915,65.666
12.227,56.575,56.498,56.012,60.852,60.543,61.715,60.527
12.234,48.197,49.891,52.375,51.808,49.137,49.331,48.056
12.242,40.339,41.703,41.865,42.507,42.855,41.918,44.553
12.250,39.700,41.484,39.925,37.262,37.057,37.805,37.316
12.258,31.259,32.120,31.757,34.064,31.118,35.213,33.523
12.266,28.322,29.087,27.485,28.614,24.441,26.689,26.688
12.273,17.914,19.387,19.767,17.527,20.348,19.071,17.353
12.281,15.515,14.808,15.053,11.721,14.784,13.608,14.799
12.289,17.797,14.273,16.503,17.244,16.579,17.244,13.920
12.297,25.293,23.036,22.842,21.804,24.505,21.628,23.417
12.305,34.260,36.404,34.972,34.030,31.524,36.215,34.845
12.312,39.207,40.265,42.334,42.970,41.988,41.095,42.734
12.320,38.448,42.886,39.941,41.689,42.117,42.404,43.302
12.328,33.807,37.809,36.196,34.570,37.474,35.871,34.780
12.336,25.917,29.576,26.933,27.432,26.379,27.242,30.114
12.344,23.967,20.612,25.052,24.253,24.899,20.644,24.122
12.352,19.206,17.852,17.533,19.353,17.717,17.343,19.322
12.359,16.454,14.399,13.635,17.830,15.760,16.374,15.949
12.367,9.060,10.508,10.986,12.220,8.094,10.136,8.792
12.375,6.224,3.429,6.069,6.658,5.405,3.682,5.885
12.383,2.039,3.857,1.711,1.847,5.071,5.858,4.278
12.391,6.873,10.195,6.803,8.506,9.728,9.373,6.146
12.398,21.938,20.160,21.178,19.627,18.940,21.080,18.147
12.406,31.503,34.477,35.155,33.908,34.195,30.487,31.322
12.414,37.007,39.961,37.075,40.641,41.891,38.041,40.350
12.422,41.335,41.021,40.156,40.689,41.894,38.171,41.647
12.430,38.957,34.176,34.581,33.774,35.034,34.805,36.733
12.438,33.218,29.834,30.597,29.775,30.132,30.093,32.093
12.445,31.800,30.691,29.633,28.121,26.979,28.363,27.486
12.453,29.342,31.309,29.449,29.415,25.002,29.897,27.381
12.461,25.989,23.422,27.262,25.645,28.234,27.592,27.021
12.469,20.612,22.397,20.568,24.416,20.331,24.012,19.534
12.477,16.834,21.060,18.732,19.199,17.243,19.776,21.471
12.484,20.862,18.309,18.440,19.056,21.106,21.716,19.932
12.492,27.928,27.455,27.838,27.225,27.673,28.420,29.340
12.500,41.514,40.783,39.424,42.590,39.967,42.696,42.262
12.508,57.872,53.094,56.586,55.625,56.526,52.172,54.863
12.516,62.498,62.036,60.460,63.673,63.641,59.819,62.416
12.523,63.246,65.304,60.860,63.812,64.379,61.157,61.945
12.531,59.300,58.610,56.977,56.517,55.629,57.155,56.960
12.539,53.043,54.354,53.061,55.651,54.881,56.522,54.021
12.547,53.624,54.094,53.138,51.598,53.220,50.906,54.276
12.555,48.161,50.301,51.991,50.242,52.583,54.556,50.431
12.562,50.159,49.938,48.982,47.519,47.556,48.575,49.883
12.570,44.575,41.093,46.619,46.175,45.643,43.884,41.991
12.578,41.334,38.907,39.280,41.070,42.530,41.015,40.121
12.586,41.441,41.687,41.964,40.435,39.897,42.601,41.320
12.594,49.085,49.174,52.727,48.563,50.487,47.490,50.854
12.602,63.863,61.537,63.097,62.458,60.035,65.868,60.393
12.609,74.318,72.060,71.492,71.321,70.919,75.185,74.253
12.617,76.432,75.541,75.836,77.670,77.696,78.464,78.477
12.625,75.996,72.414,76.572,73.131,73.315,73.307,72.751
12.633,67.273,69.822,68.496,70.238,66.067,67.654,66.157
12.641,63.580,61.384,63.633,63.535,63.376,63.937,65.278
12.648,60.851,61.131,58.731,56.201,58.914,59.143,58.169
12.656,55.874,54.680,56.178,57.911,56.340,56.408,55.755
12.664,52.180,48.300,47.187,53.077,49.466,49.775,50.281
12.672,42.955,41.099,40.146,46.097,42.236,43.198,41.387
12.680,36.134,38.727,36.994,36.747,39.647,39.382,37.144
12.688,36.719,39.630,36.133,37.832,40.367,36.163,35.926
12.695,43.879,45.206,44.474,45.523,46.945,45.636,45.919
12.703,55.291,55.623,55.219,58.547,56.496,55.600,56.188
12.711,64.101,65.621,61.124,65.376,65.170,65.396,62.340
12.719,64.868,67.030,64.376,62.873,62.314,65.940,65.102
12.727,59.660,57.812,60.610,58.539,57.798,59.376,60.315
12.734,48.147,51.216,49.629,47.680,48.851,49.298,51.172
12.742,44.310,41.202,46.991,46.112,42.048,44.092,44.367
12.750,36.648,37.643,41.373,39.160,34.645,40.805,39.062
12.758,31.003,35.293,31.112,32.947,32.133,34.983,32.575
12.766,29.084,25.783,28.558,26.986,29.040,27.673,27.273
12.773,19.635,20.813,20.560,19.338,18.137,18.266,18.922
12.781,12.755,16.090,14.819,12.131,15.340,14.134,14.825
12.789,17.591,13.603,14.565,14.953,17.892,18.159,12.894
12.797,25.228,22.525,26.049,24.262,25.289,21.613,22.325
12.805,33.575,36.296,34.537,33.829,33.175,33.805,32.267
12.812,42.235,40.670,40.408,39.989,39.134,39.332,43.989
12.820,38.936,40.267,41.088,42.879,41.641,42.075,42.403
12.828,35.893,38.028,35.693,34.111,36.596,36.316,35.378
12.836,26.199,30.504,26.985,25.930,28.661,26.726,25.826
12.844,22.664,22.521,24.657,24.295,20.890,22.017,24.618
12.852,22.167,21.889,21.268,20.496,17.175,18.756,20.485
12.859,13.547,13.461,16.707,14.479,15.266,17.349,17.279
12.867,11.792,11.384,11.018,8.429,8.866,10.468,8.438
12.875,2.547,7.199,7.146,6.609,4.236,3.890,6.708
12.883,0.969,4.519,1.684,5.385,4.188,4.761,3.170
